TransactionId,UserId,VisitYear,VisitMonth,AttractionId,Rating,ContinentId,UserRegionId,UserCountryId,UserCityId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionCityName,AttractionCountryId,CountryId,AttractionCountry,AttractionRegionId,User_Region,User_RegionId,User_ContinentId,Attraction_Region,Attraction_RegionId,Attraction_ContinentId,Continent,AttractionType,VisitModeId,VisitMode,visitmode_avg_rating,User_Avg_Rating,User_Total_Visits,User_Mode_Avg_Rating,Attraction_Avg_Rating,Attraction_Total_Visits
31,86054,2022,9,640,0.8679380542014483,5.0,21.0,163.0,8809.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,0.6142804544192166,0.959456153981515,0.9741914437472885,0.3734143808425771,1.613155205329321
33,41979,2022,9,640,0.8679380542014483,4.0,15.0,109.0,5365.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
39,38726,2022,9,640,-1.1927163817443147,4.0,16.0,115.0,5506.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Oceania,16,4,Central Africa,1,1,Australia & Oceania,8,4,3,0.3261006562524137,-0.4918629127023006,0.3820192287761367,-0.4713840140148182,0.3734143808425771,1.613155205329321
43,67147,2022,8,640,-0.16238916377143323,5.0,21.0,163.0,818.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,0.4131634785789405,0.3820192287761367,0.3959612606424458,0.3734143808425771,1.613155205329321
44,2307,2022,9,640,-0.16238916377143323,4.0,15.0,109.0,4303.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,2,1,-0.8194092198124423,-0.19018744894188688,-0.1954176964292416,-0.1822689224623969,0.3734143808425771,1.613155205329321
45,3660,2022,9,640,0.8679380542014483,4.0,15.0,109.0,4398.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,2,1,-0.8194092198124423,1.016514406099768,-0.1954176964292416,0.9741914437472885,0.3734143808425771,1.613155205329321
46,50130,2022,9,640,-1.1927163817443147,5.0,21.0,163.0,8513.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,4,3,0.3261006562524137,-1.3968893039835417,-0.48413615903193075,-1.3387292886720823,0.3734143808425771,1.613155205329321
54,30450,2022,8,640,-0.16238916377143323,5.0,21.0,163.0,5264.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
56,82637,2022,7,640,-0.16238916377143323,4.0,15.0,109.0,3687.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,3,2,1.2164842173320893,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
61,33716,2022,7,640,0.8679380542014483,3.0,12.0,89.0,2617.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Middle East,12,3,Central Africa,1,1,Asia,8,5,4,-1.3914009021366462,1.016514406099768,-0.1954176964292416,0.9741914437472885,0.3734143808425771,1.613155205329321
64,46517,2022,8,640,-3.2533708176900777,5.0,21.0,163.0,8366.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,3,2,1.2164842173320893,-3.8102930140668514,-0.48413615903193075,-3.651650021091453,0.3734143808425771,1.613155205329321
66,50127,2022,8,640,0.8679380542014483,3.0,12.0,88.0,2607.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Middle East,12,3,Central Africa,1,1,Asia,8,2,1,-0.8194092198124423,-0.19018744894188688,-0.1954176964292416,-0.1822689224623969,0.3734143808425771,1.613155205329321
67,61876,2022,8,640,0.8679380542014483,1.0,4.0,22.0,191.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Southern Africa,4,1,Central Africa,1,1,Africa,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
68,16769,2022,6,640,0.8679380542014483,5.0,18.0,138.0,693.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Eastern Europe,18,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
69,9804,2022,7,640,-0.16238916377143323,4.0,15.0,109.0,535.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,2,1,-0.8194092198124423,-0.9142085619668798,0.6707376913788259,-0.9532424999355202,0.3734143808425771,1.613155205329321
72,44419,2022,7,640,0.8679380542014483,5.0,21.0,163.0,9057.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,-0.19018744894188688,0.6707376913788259,0.588704655010727,0.3734143808425771,1.613155205329321
73,84531,2022,7,640,0.8679380542014483,4.0,15.0,109.0,1434.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
75,83915,2022,7,640,0.8679380542014483,3.0,14.0,101.0,3226.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South East Asia,14,3,Central Africa,1,1,Asia,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
76,62742,2022,7,640,-0.16238916377143323,4.0,15.0,109.0,3915.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,2,1,-0.8194092198124423,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
77,47615,2022,7,640,0.8679380542014483,3.0,13.0,93.0,2690.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South Asia,13,3,Central Africa,1,1,Asia,8,2,1,-0.8194092198124423,1.016514406099768,-0.1954176964292416,0.9741914437472885,0.3734143808425771,1.613155205329321
78,85459,2022,7,640,0.8679380542014483,4.0,15.0,109.0,4883.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,3,2,1.2164842173320893,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
80,71946,2022,7,640,-1.1927163817443147,5.0,17.0,135.0,6213.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Central Europe,17,5,Central Africa,1,1,Europe,8,4,3,0.3261006562524137,-1.3968893039835417,-0.1954176964292416,-1.3387292886720823,0.3734143808425771,1.613155205329321
82,54719,2022,7,640,0.8679380542014483,2.0,8.0,51.0,929.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,4,3,0.3261006562524137,1.016514406099768,-0.1954176964292416,0.9741914437472885,0.3734143808425771,1.613155205329321
87,16291,2022,7,640,-0.16238916377143323,4.0,15.0,109.0,4272.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,3,2,1.2164842173320893,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
93,18137,2022,6,640,-3.2533708176900777,4.0,15.0,109.0,1434.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,2,1,-0.8194092198124423,-3.8102930140668514,-0.48413615903193075,-3.651650021091453,0.3734143808425771,1.613155205329321
95,37338,2022,6,640,0.8679380542014483,4.0,15.0,109.0,3915.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,3,2,1.2164842173320893,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
97,18628,2022,6,640,-0.16238916377143323,3.0,13.0,93.0,2690.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South Asia,13,3,Central Africa,1,1,Asia,8,3,2,1.2164842173320893,0.6142804544192166,0.09330076617344756,0.588704655010727,0.3734143808425771,1.613155205329321
103,47542,2022,6,640,-1.1927163817443147,1.0,3.0,14.0,52.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,North Africa,3,1,Central Africa,1,1,Africa,8,5,4,-1.3914009021366462,-1.3968893039835417,-0.48413615903193075,-1.3387292886720823,0.3734143808425771,1.613155205329321
105,71155,2022,6,640,0.8679380542014483,3.0,12.0,89.0,2623.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Middle East,12,3,Central Africa,1,1,Asia,8,4,3,0.3261006562524137,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
106,73515,2022,6,640,0.8679380542014483,5.0,20.0,152.0,6955.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Southern Europe,20,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,0.4131634785789405,-0.1954176964292416,0.3959612606424458,0.3734143808425771,1.613155205329321
111,1953,2022,5,640,-0.16238916377143323,3.0,13.0,93.0,2898.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South Asia,13,3,Central Africa,1,1,Asia,8,4,3,0.3261006562524137,0.21204650273866435,0.09330076617344756,0.20321786627416455,0.3734143808425771,1.613155205329321
112,31372,2022,5,640,-0.16238916377143323,5.0,21.0,163.0,8888.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
114,35045,2022,5,640,0.8679380542014483,3.0,14.0,101.0,3098.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South East Asia,14,3,Central Africa,1,1,Asia,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
116,79488,2022,4,640,-2.2230435997171965,2.0,8.0,48.0,402.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,3,2,1.2164842173320893,-1.3968893039835417,0.09330076617344756,-1.3387292886720823,0.3734143808425771,1.613155205329321
117,14186,2022,4,640,-0.16238916377143323,5.0,21.0,163.0,426.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,3,2,1.2164842173320893,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
123,78554,2021,10,640,0.8679380542014483,3.0,14.0,101.0,3098.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South East Asia,14,3,Central Africa,1,1,Asia,8,2,1,-0.8194092198124423,0.7751740350914367,0.6707376913788259,0.7428993705053512,0.3734143808425771,1.613155205329321
124,30511,2021,11,640,0.8679380542014483,3.0,14.0,101.0,3098.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South East Asia,14,3,Central Africa,1,1,Asia,8,4,3,0.3261006562524137,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
127,50138,2021,7,640,0.8679380542014483,5.0,21.0,163.0,8652.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,4,3,0.3261006562524137,1.016514406099768,-0.1954176964292416,0.9741914437472885,0.3734143808425771,1.613155205329321
132,83974,2020,10,640,0.8679380542014483,4.0,15.0,109.0,3915.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,5,4,-1.3914009021366462,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
133,40006,2021,5,640,0.8679380542014483,3.0,14.0,101.0,3260.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South East Asia,14,3,Central Africa,1,1,Asia,8,5,4,-1.3914009021366462,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
136,50311,2021,1,640,-0.16238916377143323,5.0,21.0,163.0,337.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
138,56894,2021,1,640,0.8679380542014483,4.0,16.0,115.0,178.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Oceania,16,4,Central Africa,1,1,Australia & Oceania,8,2,1,-0.8194092198124423,-0.08048728030173655,2.4030484669949606,-0.34747754620663757,0.3734143808425771,1.613155205329321
141,36421,2020,12,640,0.8679380542014483,3.0,14.0,101.0,3262.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South East Asia,14,3,Central Africa,1,1,Asia,8,4,3,0.3261006562524137,1.016514406099768,-0.1954176964292416,0.9741914437472885,0.3734143808425771,1.613155205329321
143,62902,2020,1,640,0.8679380542014483,2.0,8.0,51.0,1847.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,3,2,1.2164842173320893,0.5338336640831055,0.6707376913788259,0.9741914437472885,0.3734143808425771,1.613155205329321
144,61175,2020,12,640,0.8679380542014483,3.0,14.0,101.0,3106.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South East Asia,14,3,Central Africa,1,1,Asia,8,2,1,-0.8194092198124423,1.016514406099768,-0.1954176964292416,0.9741914437472885,0.3734143808425771,1.613155205329321
145,61849,2019,11,640,-0.16238916377143323,1.0,4.0,22.0,106.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Southern Africa,4,1,Central Africa,1,1,Africa,8,2,1,-0.8194092198124423,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
150,51784,2019,10,640,0.8679380542014483,2.0,8.0,51.0,1443.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,1.016514406099768,0.09330076617344756,0.9741914437472885,0.3734143808425771,1.613155205329321
158,61709,2019,12,640,0.8679380542014483,5.0,21.0,163.0,4575.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,1.016514406099768,-0.1954176964292416,0.9741914437472885,0.3734143808425771,1.613155205329321
168,64920,2020,3,640,-0.16238916377143323,5.0,21.0,163.0,8215.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,-0.01780146965022146,1.248174616584204,0.3959612606424458,0.3734143808425771,1.613155205329321
170,27538,2020,4,640,0.8679380542014483,2.0,8.0,48.0,545.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,4,3,0.3261006562524137,1.016514406099768,-0.1954176964292416,0.9741914437472885,0.3734143808425771,1.613155205329321
171,27449,2019,7,640,-0.16238916377143323,3.0,14.0,101.0,3014.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South East Asia,14,3,Central Africa,1,1,Asia,8,3,2,1.2164842173320893,0.4131634785789405,-0.1954176964292416,0.3959612606424458,0.3734143808425771,1.613155205329321
172,64392,2020,3,640,0.8679380542014483,2.0,8.0,48.0,371.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,0.7148389423393542,1.5368930791868933,0.588704655010727,0.3734143808425771,1.613155205329321
174,79911,2019,11,640,0.8679380542014483,2.0,8.0,51.0,2036.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,1.016514406099768,0.09330076617344756,0.9741914437472885,0.3734143808425771,1.613155205329321
176,55535,2020,3,640,0.8679380542014483,5.0,21.0,163.0,1840.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
181,51283,2020,3,640,-0.16238916377143323,2.0,8.0,51.0,654.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
183,73796,2020,3,640,-0.16238916377143323,4.0,16.0,115.0,5589.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Oceania,16,4,Central Africa,1,1,Australia & Oceania,8,4,3,0.3261006562524137,-0.7935383764627143,-0.1954176964292416,-0.7604991055672395,0.3734143808425771,1.613155205329321
185,21207,2020,3,640,-1.1927163817443147,5.0,21.0,163.0,8513.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,4,3,0.3261006562524137,-1.3968893039835417,-0.1954176964292416,-1.3387292886720823,0.3734143808425771,1.613155205329321
187,23868,2020,3,640,0.8679380542014483,2.0,8.0,48.0,545.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,4,3,0.3261006562524137,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
190,13954,2019,8,640,-1.1927163817443147,2.0,8.0,51.0,1282.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,3,2,1.2164842173320893,-1.3968893039835417,0.09330076617344756,-1.3387292886720823,0.3734143808425771,1.613155205329321
192,55381,2019,6,640,-2.2230435997171965,5.0,21.0,163.0,743.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,4,3,0.3261006562524137,-2.6035911590251963,-0.48413615903193075,-2.4951896548817674,0.3734143808425771,1.613155205329321
194,71073,2020,3,640,0.8679380542014483,5.0,21.0,163.0,8317.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
